ACC	StudySize	Status	Releasedate	SubmissionDate	UserName	Technique	AccShort	StudyID	UpdateDate	nmr_size	ms_size	Empty?	150
MTBLS1	156053504.0	Public	14/02/2012	14/02/2012	Reza Salek	N	1.0	1540096.0	02/11/2017	156053504.0	0.0	201,202.00	201202.0
MTBLS1	156053504.0	Public	14/02/2012	14/02/2012	Reza Salek	M	1.0	1540096.0	02/11/2017	156053504.0	0.0	201,202.00	201202.0
MTBLS1	156053504.0	Public	14/02/2012	14/02/2012	Reza Salek	R	1.0	1540096.0	02/11/2017	156053504.0	0.0	201,202.00	201202.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	U	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	P	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	L	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	C	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	-	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	Q	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	T	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	O	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	F	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	-	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	M	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS2	6666780672.0	Public	22/05/2012	22/05/2012	Steffen Neumann	S	2.0	557056.0	29/01/2016	0.0	6666780672.0	201,205.00	201205.0
MTBLS3	219037696.0	Public	14/02/2012	14/02/2012	Reza Salek	G	3.0	1572864.0	03/12/2015	0.0	219037696.0	201,202.00	201202.0
MTBLS3	219037696.0	Public	14/02/2012	14/02/2012	Reza Salek	C	3.0	1572864.0	03/12/2015	0.0	219037696.0	201,202.00	201202.0
MTBLS3	219037696.0	Public	14/02/2012	14/02/2012	Reza Salek	-	3.0	1572864.0	03/12/2015	0.0	219037696.0	201,202.00	201202.0
MTBLS3	219037696.0	Public	14/02/2012	14/02/2012	Reza Salek	Q	3.0	1572864.0	03/12/2015	0.0	219037696.0	201,202.00	201202.0
MTBLS3	219037696.0	Public	14/02/2012	14/02/2012	Reza Salek	-	3.0	1572864.0	03/12/2015	0.0	219037696.0	201,202.00	201202.0
MTBLS3	219037696.0	Public	14/02/2012	14/02/2012	Reza Salek	M	3.0	1572864.0	03/12/2015	0.0	219037696.0	201,202.00	201202.0
MTBLS3	219037696.0	Public	14/02/2012	14/02/2012	Reza Salek	S	3.0	1572864.0	03/12/2015	0.0	219037696.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	U	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	P	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	L	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	C	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	-	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	L	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	T	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	Q	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	-	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	M	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS4	3655090176.0	Public	14/02/2012	14/02/2012	Albert Koulman	S	4.0	1605632.0	14/02/2012	0.0	3655090176.0	201,202.00	201202.0
MTBLS5	1381347328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	G	5.0	131072.0	22/03/2017	0.0	1381347328.0	201,509.00	201509.0
MTBLS5	1381347328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	C	5.0	131072.0	22/03/2017	0.0	1381347328.0	201,509.00	201509.0
MTBLS5	1381347328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	5.0	131072.0	22/03/2017	0.0	1381347328.0	201,509.00	201509.0
MTBLS5	1381347328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	T	5.0	131072.0	22/03/2017	0.0	1381347328.0	201,509.00	201509.0
MTBLS5	1381347328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	O	5.0	131072.0	22/03/2017	0.0	1381347328.0	201,509.00	201509.0
MTBLS5	1381347328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	F	5.0	131072.0	22/03/2017	0.0	1381347328.0	201,509.00	201509.0
MTBLS5	1381347328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	5.0	131072.0	22/03/2017	0.0	1381347328.0	201,509.00	201509.0
MTBLS5	1381347328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	M	5.0	131072.0	22/03/2017	0.0	1381347328.0	201,509.00	201509.0
MTBLS5	1381347328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	S	5.0	131072.0	22/03/2017	0.0	1381347328.0	201,509.00	201509.0
MTBLS6	274178048.0	Public	29/03/2012	29/03/2012	Sean O'Callaghan	G	6.0	163840.0	03/12/2015	0.0	274178048.0	201,203.00	201203.0
MTBLS6	274178048.0	Public	29/03/2012	29/03/2012	Sean O'Callaghan	C	6.0	163840.0	03/12/2015	0.0	274178048.0	201,203.00	201203.0
MTBLS6	274178048.0	Public	29/03/2012	29/03/2012	Sean O'Callaghan	-	6.0	163840.0	03/12/2015	0.0	274178048.0	201,203.00	201203.0
MTBLS6	274178048.0	Public	29/03/2012	29/03/2012	Sean O'Callaghan	Q	6.0	163840.0	03/12/2015	0.0	274178048.0	201,203.00	201203.0
MTBLS6	274178048.0	Public	29/03/2012	29/03/2012	Sean O'Callaghan	-	6.0	163840.0	03/12/2015	0.0	274178048.0	201,203.00	201203.0
MTBLS6	274178048.0	Public	29/03/2012	29/03/2012	Sean O'Callaghan	M	6.0	163840.0	03/12/2015	0.0	274178048.0	201,203.00	201203.0
MTBLS6	274178048.0	Public	29/03/2012	29/03/2012	Sean O'Callaghan	S	6.0	163840.0	03/12/2015	0.0	274178048.0	201,203.00	201203.0
MTBLS7	4478205952.0	Public	14/09/2015	11/09/2015	Joachim Kopka	G	7.0	196608.0	22/03/2017	0.0	4478205952.0	201,509.00	201509.0
MTBLS7	4478205952.0	Public	14/09/2015	11/09/2015	Joachim Kopka	C	7.0	196608.0	22/03/2017	0.0	4478205952.0	201,509.00	201509.0
MTBLS7	4478205952.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	7.0	196608.0	22/03/2017	0.0	4478205952.0	201,509.00	201509.0
MTBLS7	4478205952.0	Public	14/09/2015	11/09/2015	Joachim Kopka	T	7.0	196608.0	22/03/2017	0.0	4478205952.0	201,509.00	201509.0
MTBLS7	4478205952.0	Public	14/09/2015	11/09/2015	Joachim Kopka	O	7.0	196608.0	22/03/2017	0.0	4478205952.0	201,509.00	201509.0
MTBLS7	4478205952.0	Public	14/09/2015	11/09/2015	Joachim Kopka	F	7.0	196608.0	22/03/2017	0.0	4478205952.0	201,509.00	201509.0
MTBLS7	4478205952.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	7.0	196608.0	22/03/2017	0.0	4478205952.0	201,509.00	201509.0
MTBLS7	4478205952.0	Public	14/09/2015	11/09/2015	Joachim Kopka	M	7.0	196608.0	22/03/2017	0.0	4478205952.0	201,509.00	201509.0
MTBLS7	4478205952.0	Public	14/09/2015	11/09/2015	Joachim Kopka	S	7.0	196608.0	22/03/2017	0.0	4478205952.0	201,509.00	201509.0
MTBLS8	5249470464.0	Public	19/04/2012	19/04/2012	Juan Castrillo	G	8.0	262144.0	04/12/2015	0.0	5249470464.0	201,204.00	201204.0
MTBLS8	5249470464.0	Public	19/04/2012	19/04/2012	Juan Castrillo	C	8.0	262144.0	04/12/2015	0.0	5249470464.0	201,204.00	201204.0
MTBLS8	5249470464.0	Public	19/04/2012	19/04/2012	Juan Castrillo	-	8.0	262144.0	04/12/2015	0.0	5249470464.0	201,204.00	201204.0
MTBLS8	5249470464.0	Public	19/04/2012	19/04/2012	Juan Castrillo	T	8.0	262144.0	04/12/2015	0.0	5249470464.0	201,204.00	201204.0
MTBLS8	5249470464.0	Public	19/04/2012	19/04/2012	Juan Castrillo	O	8.0	262144.0	04/12/2015	0.0	5249470464.0	201,204.00	201204.0
MTBLS8	5249470464.0	Public	19/04/2012	19/04/2012	Juan Castrillo	F	8.0	262144.0	04/12/2015	0.0	5249470464.0	201,204.00	201204.0
MTBLS8	5249470464.0	Public	19/04/2012	19/04/2012	Juan Castrillo	-	8.0	262144.0	04/12/2015	0.0	5249470464.0	201,204.00	201204.0
MTBLS8	5249470464.0	Public	19/04/2012	19/04/2012	Juan Castrillo	M	8.0	262144.0	04/12/2015	0.0	5249470464.0	201,204.00	201204.0
MTBLS8	5249470464.0	Public	19/04/2012	19/04/2012	Juan Castrillo	S	8.0	262144.0	04/12/2015	0.0	5249470464.0	201,204.00	201204.0
MTBLS9	1728512.0	Submitted	18/09/2017	18/09/2017	James Ellis	N	9.0	9.0	20/09/2018	1728512.0	0.0	201,709.00	201709.0
MTBLS9	1728512.0	Submitted	18/09/2017	18/09/2017	James Ellis	M	9.0	9.0	20/09/2018	1728512.0	0.0	201,709.00	201709.0
MTBLS9	1728512.0	Submitted	18/09/2017	18/09/2017	James Ellis	R	9.0	9.0	20/09/2018	1728512.0	0.0	201,709.00	201709.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	H	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	P	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	L	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	C	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	-	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	Q	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	T	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	O	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	F	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	-	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	M	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS10	189255680.0	Public	14/08/2012	14/08/2012	Steffen Neumann	S	10.0	1015808.0	05/11/2015	0.0	189255680.0	201,208.00	201208.0
MTBLS11	4240379904.0	Public	14/09/2015	11/09/2015	Joachim Kopka	G	11.0	14254080.0	22/03/2017	0.0	4240379904.0	201,509.00	201509.0
MTBLS11	4240379904.0	Public	14/09/2015	11/09/2015	Joachim Kopka	C	11.0	14254080.0	22/03/2017	0.0	4240379904.0	201,509.00	201509.0
MTBLS11	4240379904.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	11.0	14254080.0	22/03/2017	0.0	4240379904.0	201,509.00	201509.0
MTBLS11	4240379904.0	Public	14/09/2015	11/09/2015	Joachim Kopka	T	11.0	14254080.0	22/03/2017	0.0	4240379904.0	201,509.00	201509.0
MTBLS11	4240379904.0	Public	14/09/2015	11/09/2015	Joachim Kopka	O	11.0	14254080.0	22/03/2017	0.0	4240379904.0	201,509.00	201509.0
MTBLS11	4240379904.0	Public	14/09/2015	11/09/2015	Joachim Kopka	F	11.0	14254080.0	22/03/2017	0.0	4240379904.0	201,509.00	201509.0
MTBLS11	4240379904.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	11.0	14254080.0	22/03/2017	0.0	4240379904.0	201,509.00	201509.0
MTBLS11	4240379904.0	Public	14/09/2015	11/09/2015	Joachim Kopka	M	11.0	14254080.0	22/03/2017	0.0	4240379904.0	201,509.00	201509.0
MTBLS11	4240379904.0	Public	14/09/2015	11/09/2015	Joachim Kopka	S	11.0	14254080.0	22/03/2017	0.0	4240379904.0	201,509.00	201509.0
MTBLS12	2734366720.0	Public	14/09/2015	11/09/2015	Joachim Kopka	G	12.0	14286848.0	22/03/2017	0.0	2734366720.0	201,509.00	201509.0
MTBLS12	2734366720.0	Public	14/09/2015	11/09/2015	Joachim Kopka	C	12.0	14286848.0	22/03/2017	0.0	2734366720.0	201,509.00	201509.0
MTBLS12	2734366720.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	12.0	14286848.0	22/03/2017	0.0	2734366720.0	201,509.00	201509.0
MTBLS12	2734366720.0	Public	14/09/2015	11/09/2015	Joachim Kopka	T	12.0	14286848.0	22/03/2017	0.0	2734366720.0	201,509.00	201509.0
MTBLS12	2734366720.0	Public	14/09/2015	11/09/2015	Joachim Kopka	O	12.0	14286848.0	22/03/2017	0.0	2734366720.0	201,509.00	201509.0
MTBLS12	2734366720.0	Public	14/09/2015	11/09/2015	Joachim Kopka	F	12.0	14286848.0	22/03/2017	0.0	2734366720.0	201,509.00	201509.0
MTBLS12	2734366720.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	12.0	14286848.0	22/03/2017	0.0	2734366720.0	201,509.00	201509.0
MTBLS12	2734366720.0	Public	14/09/2015	11/09/2015	Joachim Kopka	M	12.0	14286848.0	22/03/2017	0.0	2734366720.0	201,509.00	201509.0
MTBLS12	2734366720.0	Public	14/09/2015	11/09/2015	Joachim Kopka	S	12.0	14286848.0	22/03/2017	0.0	2734366720.0	201,509.00	201509.0
MTBLS13	3288973312.0	Public	14/09/2015	11/09/2015	Joachim Kopka	G	13.0	14319616.0	22/03/2017	0.0	3288973312.0	201,509.00	201509.0
MTBLS13	3288973312.0	Public	14/09/2015	11/09/2015	Joachim Kopka	C	13.0	14319616.0	22/03/2017	0.0	3288973312.0	201,509.00	201509.0
MTBLS13	3288973312.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	13.0	14319616.0	22/03/2017	0.0	3288973312.0	201,509.00	201509.0
MTBLS13	3288973312.0	Public	14/09/2015	11/09/2015	Joachim Kopka	T	13.0	14319616.0	22/03/2017	0.0	3288973312.0	201,509.00	201509.0
MTBLS13	3288973312.0	Public	14/09/2015	11/09/2015	Joachim Kopka	O	13.0	14319616.0	22/03/2017	0.0	3288973312.0	201,509.00	201509.0
MTBLS13	3288973312.0	Public	14/09/2015	11/09/2015	Joachim Kopka	F	13.0	14319616.0	22/03/2017	0.0	3288973312.0	201,509.00	201509.0
MTBLS13	3288973312.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	13.0	14319616.0	22/03/2017	0.0	3288973312.0	201,509.00	201509.0
MTBLS13	3288973312.0	Public	14/09/2015	11/09/2015	Joachim Kopka	M	13.0	14319616.0	22/03/2017	0.0	3288973312.0	201,509.00	201509.0
MTBLS13	3288973312.0	Public	14/09/2015	11/09/2015	Joachim Kopka	S	13.0	14319616.0	22/03/2017	0.0	3288973312.0	201,509.00	201509.0
MTBLS14	3789283328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	G	14.0	14352384.0	22/03/2017	0.0	3789283328.0	201,509.00	201509.0
MTBLS14	3789283328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	C	14.0	14352384.0	22/03/2017	0.0	3789283328.0	201,509.00	201509.0
MTBLS14	3789283328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	14.0	14352384.0	22/03/2017	0.0	3789283328.0	201,509.00	201509.0
MTBLS14	3789283328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	T	14.0	14352384.0	22/03/2017	0.0	3789283328.0	201,509.00	201509.0
MTBLS14	3789283328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	O	14.0	14352384.0	22/03/2017	0.0	3789283328.0	201,509.00	201509.0
MTBLS14	3789283328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	F	14.0	14352384.0	22/03/2017	0.0	3789283328.0	201,509.00	201509.0
MTBLS14	3789283328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	14.0	14352384.0	22/03/2017	0.0	3789283328.0	201,509.00	201509.0
MTBLS14	3789283328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	M	14.0	14352384.0	22/03/2017	0.0	3789283328.0	201,509.00	201509.0
MTBLS14	3789283328.0	Public	14/09/2015	11/09/2015	Joachim Kopka	S	14.0	14352384.0	22/03/2017	0.0	3789283328.0	201,509.00	201509.0
MTBLS15	3750002688.0	Public	14/09/2015	11/09/2015	Joachim Kopka	G	15.0	14385152.0	22/03/2017	0.0	3750002688.0	201,509.00	201509.0
MTBLS15	3750002688.0	Public	14/09/2015	11/09/2015	Joachim Kopka	C	15.0	14385152.0	22/03/2017	0.0	3750002688.0	201,509.00	201509.0
MTBLS15	3750002688.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	15.0	14385152.0	22/03/2017	0.0	3750002688.0	201,509.00	201509.0
MTBLS15	3750002688.0	Public	14/09/2015	11/09/2015	Joachim Kopka	T	15.0	14385152.0	22/03/2017	0.0	3750002688.0	201,509.00	201509.0
MTBLS15	3750002688.0	Public	14/09/2015	11/09/2015	Joachim Kopka	O	15.0	14385152.0	22/03/2017	0.0	3750002688.0	201,509.00	201509.0
MTBLS15	3750002688.0	Public	14/09/2015	11/09/2015	Joachim Kopka	F	15.0	14385152.0	22/03/2017	0.0	3750002688.0	201,509.00	201509.0
MTBLS15	3750002688.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	15.0	14385152.0	22/03/2017	0.0	3750002688.0	201,509.00	201509.0
MTBLS15	3750002688.0	Public	14/09/2015	11/09/2015	Joachim Kopka	M	15.0	14385152.0	22/03/2017	0.0	3750002688.0	201,509.00	201509.0
MTBLS15	3750002688.0	Public	14/09/2015	11/09/2015	Joachim Kopka	S	15.0	14385152.0	22/03/2017	0.0	3750002688.0	201,509.00	201509.0
MTBLS16	3276328960.0	Public	14/09/2015	11/09/2015	Joachim Kopka	G	16.0	14417920.0	22/03/2017	0.0	3276328960.0	201,509.00	201509.0
MTBLS16	3276328960.0	Public	14/09/2015	11/09/2015	Joachim Kopka	C	16.0	14417920.0	22/03/2017	0.0	3276328960.0	201,509.00	201509.0
MTBLS16	3276328960.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	16.0	14417920.0	22/03/2017	0.0	3276328960.0	201,509.00	201509.0
MTBLS16	3276328960.0	Public	14/09/2015	11/09/2015	Joachim Kopka	T	16.0	14417920.0	22/03/2017	0.0	3276328960.0	201,509.00	201509.0
MTBLS16	3276328960.0	Public	14/09/2015	11/09/2015	Joachim Kopka	O	16.0	14417920.0	22/03/2017	0.0	3276328960.0	201,509.00	201509.0
MTBLS16	3276328960.0	Public	14/09/2015	11/09/2015	Joachim Kopka	F	16.0	14417920.0	22/03/2017	0.0	3276328960.0	201,509.00	201509.0
MTBLS16	3276328960.0	Public	14/09/2015	11/09/2015	Joachim Kopka	-	16.0	14417920.0	22/03/2017	0.0	3276328960.0	201,509.00	201509.0
MTBLS16	3276328960.0	Public	14/09/2015	11/09/2015	Joachim Kopka	M	16.0	14417920.0	22/03/2017	0.0	3276328960.0	201,509.00	201509.0
MTBLS16	3276328960.0	Public	14/09/2015	11/09/2015	Joachim Kopka	S	16.0	14417920.0	22/03/2017	0.0	3276328960.0	201,509.00	201509.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	U	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	P	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	L	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	C	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	-	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	Q	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	T	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	O	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	F	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	-	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	M	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS17	29612474368.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	S	17.0	3276800.0	04/12/2015	0.0	29612474368.0	201,306.00	201306.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	U	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	P	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	L	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	C	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	-	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	Q	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	T	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	O	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	F	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	-	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	M	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	S	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	;	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	U	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	P	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	L	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	C	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	-	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	D	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	A	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS18	65653792768.0	In Review	31/10/2018	08/06/2015	Steffen Neumann	D	18.0	8126464.0	02/11/2017	0.0	65653792768.0	201,810.00	201506.0
MTBLS19	9793167360.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	U	19.0	3244032.0	04/12/2015	0.0	9793167360.0	201,306.00	201306.0
MTBLS19	9793167360.0	Public	30/06/2013	11/06/2013	Jinlian Wang, Habtom Ressom	P	19.0	3244032.0	04/12/2015	0.0	9793167360.0	201,306.00	201306.0
